restaurant,reviewer,review,rating,metadata,time,year,length,word_count,suspicious_len,suspicious_dup,possible_ai,restaurant_name,rating_value,category,keywords
The Indi Grill,Smita Vyas,raza is the most humble and sweet person at the restaurant would love to come to the place againfood is awesome excellent sevice and staff members were helpful,5,"2 Reviews , 2 Followers",2019-05-21 14:38:00,2019,159,28,False,False,False,The Indi Grill,5,Steakhouse,"['members', 'humble', 'helpful']"
NorFest - The Dhaba,Bhavi Solanki,suggested by one my best friend this place is on fire when it comes to taste north indian food what we ordered amritsari kulcha with chole veg combo paneer combo with a sweet lassi must say the dishes were so damn yummy being in hyderabad i was missing good punjabi food and so was this place came to the rescue superb taste specially the paneer sabji the amritsari buttery kulcha the food court is well ambient and had a great time must visit if one misses north indian food,5,"85 Reviews , 301 Followers",2018-10-28 23:54:00,2018,475,89,False,False,False,NorFest - The Dhaba,5,Indian,"['kulcha', 'combo', 'north']"
Zega - Sheraton Hyderabad Hotel,Rudra Pratap Sing,wow zega you people are best in city rock ice innovations in cocktails attract me all the time thank you so much for giving me surprise all the time,5,"1 Review , 1 Follower",2018-05-28 00:52:00,2018,148,29,False,False,False,Zega - Sheraton Hyderabad Hotel,5,General,"['surprise', 'wow', 'time']"
Asian Meal Box,Kaushal Rg,too many veggies for a non veg box,3,"9 Reviews , 71 Followers",2019-02-27 14:31:00,2019,34,8,False,False,False,Asian Meal Box,3,General,"['veggies', 'box', 'non']"
Mazzo - Marriott Executive Apartments,Akshay,this place has an awesome ambiance it is really worthy to spend money on this place it is the best place to chill out with girlfriends but the food it just average,3,"3 Reviews , 1 Follower",2019-04-09 23:37:00,2019,163,32,False,False,False,Mazzo - Marriott Executive Apartments,3,General,"['worthy', 'place', 'chill']"
Hunger Maggi Point,Susmitha Illa,the quantity is very less,2,"4 Reviews , 2 Followers",2018-12-16 20:02:00,2018,25,5,False,False,False,Hunger Maggi Point,2,General,"['quantity', 'ginger', 'ghouse']"
Club Rogue,Nikitha Reddy,okay this place seems okay not so great tables are too small in which we cannot put more than three food items and it was saturday night the dj supposed to start at 8pm we were waiting for the songs to be played till 930pm yet no music nothing and we left the place,3,"2 Reviews , 16 Followers",2019-04-26 17:57:00,2019,265,54,False,False,False,Club Rogue,3,General,"['okay', 'songs', 'left']"
Cream Stone,Ceejay,cream stone is the best hangout place when it comes to latenight drives only issue is the place can become a bit crowded and order takes a bit extra time to come,5,"16 Reviews , 12 Followers",2018-11-18 22:17:00,2018,161,32,False,False,False,Cream Stone,5,General,"['bit', 'stone', 'takes']"
Banana Leaf Multicuisine Restaurant,Priti,great pocket friendly restaurant we went for the buffet there were good number of options the food was great great for partying with group as it goes easy on pocket ambience is nice amust try place,5,"43 Reviews , 97 Followers",2019-03-07 06:28:00,2019,197,36,False,False,False,Banana Leaf Multicuisine Restaurant,5,General,"['pocket', 'great', 'easy']"
Asian Meal Box,Md Balal Raza,have been ordering recently from here i find this place serves good quality food with proper packaging have ordered noodles and fried rice from here multiple times quality is good comes neatly packaged with spoons taste is good as well happy with the food here,4,"12 Reviews , 12 Followers",2019-05-01 21:54:00,2019,260,45,False,False,False,Asian Meal Box,4,Chinese,"['quality', 'recently', 'proper']"
Arena Eleven,Prem Kumar,food was awesome and the staff abhishek and jithendra was very good enjoyed a lottplease visit with your gang especially must visit place,5,1 Review,2019-03-18 22:31:00,2019,137,23,False,False,False,Arena Eleven,5,General,"['visit', 'enjoyed', 'especially']"
KFC,Mahesh Paka,cant review it as the order and the delivery are not matching disappointed,1,"3 Reviews , 14 Followers",2018-08-22 14:08:00,2018,74,13,False,False,False,KFC,1,General,"['review', 'disappointed', 'delivery']"
Kritunga Restaurant,Ramya,best place to eat taste south indian touch and environment is nice great place keema biryani is all time favourite nice taste and service is excellent,5,1 Review,2019-01-10 13:37:00,2019,150,26,False,False,False,Kritunga Restaurant,5,Indian,"['keema', 'touch', 'environment']"
Frio Bistro,Akanksha Jain,ambience 4 food 45 service 3 value for money 45 came here for a quick lunch ordered mezze platter wild mushroom fricassee and peach iced tea hummus tasted good but the pita bread was a little hard the pasta was heavenly perfectly cooked pasta and lots of mushroom with an amazing sauce iced tea tasted nice but was a little too sweet make sure you mention it to them if youre not a fan of super sweet drinks could improve on the service bit the staff is a little slow and less responsive even when it isnt crowded 55 in terms of value if youre a gold member surely trying this place again,4,"73 Reviews , 411 Followers",2019-05-09 12:50:00,2019,588,113,False,False,False,Frio Bistro,4,Italian,"['little', 'tea', 'youre']"
Behrouz Biryani,Ankija Agarwal Deorah,i have ordered the veg falafal biryani irrespective of the ratings givenbut to surprise it came out so tastyfrom the first bite to the last rice in your plate u will get the royal tasteit had alot of vegetables and the mint raita too tastes welli am not from hyderabadtastes first time biryani herenow i can say why its so famousfull marks to awesome packagingon time deliveryat the end i must sayadd on it to ur bucket list,5,7 Reviews,2019-02-02 14:59:00,2019,424,78,False,False,False,Behrouz Biryani,5,Indian,"['biryani', 'royal', 'ratings']"
Momos Delight,Celestina Metalda,great place and yummy momos try chicken steam momos taste great worth the price great people to severe awesome momos to fill an hungry stomach,5,2 Reviews,2018-07-07 15:21:00,2018,142,25,False,False,False,Momos Delight,5,General,"['momos', 'great', 'stomach']"
Mathura Vilas,Vbohra2009,bad service and the attitude of the staff is bad as well the food was good both in terms of taste and quality had they been good service would have been good experience,3,"6 Reviews , 1 Follower",2018-12-04 14:56:00,2018,168,33,False,False,False,Mathura Vilas,3,General,"['bad', 'attitude', 'terms']"
Diners Pavilion,Mr. Ego,beginning with the ambience its okay nothing to great about it but the food here is good the quantity in starters are less the main course is good the food items that are worth trying chilli cheese naan shrimp fettuccine for sea food lovers only thread chicken butter chicken and lal maans was okay not that great under mocktails i tried the pino orange it was just a plain orange juice the starters especially the fish was too salty need improvement there the service is really good the food prices are affordable and overall a good place to have dinner,4,"57 Reviews , 513 Followers",2018-07-20 22:05:00,2018,554,100,False,False,False,Diners Pavilion,4,Seafood,"['orange', 'okay', 'starters']"
Shah Ghouse Hotel & Restaurant,Nikhil Mucherla,i ordered an egg biriyani and got a chicken piece in it disgusting never ever going to order from this restaurant again disappointed,1,1 Review,2019-04-28 17:44:00,2019,132,23,False,False,False,Shah Ghouse Hotel & Restaurant,1,General,"['piece', 'egg', 'biriyani']"
Chinese Pavilion,Prakrita Kapoor(CrackDownFlavors),no nonsense interiors add an elegant touch to the ambiance quick feetfriendly and humble staff make your visit a memorable one we ordered jade soupthis could seem a lil bland according to manybut for me spinach broth with sliced garlic was packed with oriental touchfor a change shredded meat in soup was not rubbery sea wars this appetizer was blend of fried prawnsfish and squid the chilli soy sauce and sweet coriander sauce served on side added a wonderful touch to this delightful dish fook chook fried rice white sauce not cream based topped fried rice had a subtle flavorit was loaded with vegetables honey noodles with ice cream texture of the noodles here was nothing like the ones i tasted earlierfried noodles had a fudgy texture with went along real well with thick creamy ice cream fruit punch was decentbut pinacolda has to be improved i recommend you to visit this place if you enjoy oriental cuisine sparcely infused with indian flavors crackdownflavorscom,4,"121 Reviews , 1007 Followers",2017-09-16 19:02:00,2017,972,164,False,False,False,Chinese Pavilion,4,Chinese,"['sauce', 'noodles', 'cream']"
Aromas@11SIX,Kshiti Dubey,starters were good the main course lacked salt and a bit of lemon juice we ordered the palak paneer ive had food here once before and it was amazing then so this time it was a slight disappointment last time i had the chicken tikka which was really amazing,3,"35 Reviews , 161 Followers",2018-10-07 16:45:00,2018,256,49,False,False,False,Aromas@11SIX,3,General,"['amazing', 'juice', 'time']"
Cascade - Radisson Hyderabad Hitec City,Singhkanika.singh010,came for sunday brunch food was really nice and we liked complimentary massagechampi it was part of buffetservice was really goodwill recommend to our friends,5,"1 Review , 1 Follower",2019-03-31 15:12:00,2019,158,25,False,False,False,Cascade - Radisson Hyderabad Hitec City,5,General,"['brunch', 'complimentary', 'really']"
Labonel,Tumpa Roy,customer service is zero they dont know how to behave and dude they dont even have an extra box the entire store is under renovation how do we know the cookies and cookies are freshly baked its expensive too the least you can do is speak properly with the customers well these people they definitely cant this place only has the hype,1,"72 Reviews , 367 Followers",2019-03-22 14:31:00,2019,333,62,False,False,False,Labonel,1,General,"['cookies', 'know', 'dont']"
Khaan Saab,Rajesh Kumar,woooow i found a place with great food and excellent service taste 55 ambience 55 staff55 all the 5 stars are for the food and service they provided light music and nawabi style,5,"3 Reviews , 3 Followers",2019-02-28 18:29:00,2019,177,33,False,False,False,Khaan Saab,5,General,"['55', 'light', 'style']"
Cascade - Radisson Hyderabad Hitec City,Coneenika Choudhuri,exquisite buffet breakfast spread covering south indian north indian a bit of american and italian cuisine with gouda cheese i had my first pesarattu there and yes i loved it i really wish they would serve pancakes too and most importantly have labels for dishes which are to be made to order you must try their range of english desserts croissants donuts and biscuits they also have an array of unique jams which would melt your heart with the soft bread overall a delightful experience service 4 ambience 5 food 4,4,"70 Reviews , 89 Followers",2018-01-03 16:40:00,2018,515,91,False,False,False,Cascade - Radisson Hyderabad Hitec City,4,Italian,"['indian', 'pancakes', 'biscuits']"
American Wild Wings,Sateesh Golthi,heard through word of mouth that this is best place in gachibowli to taste quality chicken wings special wings and drum stick biriyani at an economy price been there for a dinner with my family ordered chicken wings hulk comes with bulky wings they did served us with about 10 sauces of american asian and mediterian like paataya thai texas bbq amazon wild parmesan garlic spicy garlic and also with a touch of local flavours like achari konaseema served we enjoyed great taste of juicy wings along with fresh lemonade orange and strawberry mojitos ordered main course special wings and drum stick it was so delicious and tasty with perfect dhum flavour along with juicy tender wings and chicken drum sticks would like to visit again,5,"1 Review , 3 Followers",2019-05-21 14:01:00,2019,733,126,False,False,False,American Wild Wings,5,Thai,"['wings', 'juicy', 'garlic']"
Karachi Bakery,Shafia Shams,clearly this place lives upto the name and reputation it has one of the best pastries which is economical aswell i have tried almost most of the item here be it pastries or snacks and mostly all of them have been upto the mark i really like the pizza and ceaser salad sandwich here and in pastries the chocolate roulade is a must,4,"95 Reviews , 299 Followers",2018-09-07 12:26:00,2018,329,63,False,False,False,Karachi Bakery,4,Italian,"['pastries', 'upto', 'snacks']"
Domino's Pizza,BE Happiee,it is waste to order pizza from this restaurant i forgot that i have preferred a cheese burst pizza there is no cheese in pizza and moreover the diameter of uttappam is far better than this pizza i will never prefer this,1,"1 Review , 1 Follower",2019-01-04 11:00:00,2019,220,42,False,False,False,Domino's Pizza,1,Italian,"['pizza', 'cheese', 'forgot']"
Behrouz Biryani,Achyuth,always at its best service or tasteyummmmmmmmmmmmmmmmmyyyy,5,"2 Reviews , 1 Follower",2018-09-15 13:06:00,2018,58,7,False,False,False,Behrouz Biryani,5,Indian,"['best', 'service', 'given']"
Absolute Sizzlers,Rudhir Kakoti,mostly overrated went with my wife today by seeing the 39 stars the place is small and too much crowded there are very less number of servers compared to footfalls now coming to food ordered chicken drumsticksbut taste was not that great then ordered one non veg sizzler which was also not that great noodles in the sizzler were tasteless overall did not find the experience which we were expecting,3,"9 Reviews , 118 Followers",2019-03-21 22:37:00,2019,398,70,False,False,False,Absolute Sizzlers,3,Chinese,"['sizzler', 'servers', 'expecting']"
Driven Cafe,SS,please dont use penne pasta in your mac and cheese dish we ordered cheese toast and brownie as well but the food was not up to the mark the ambience was good though,1,"3 Reviews , 12 Followers",2018-11-11 10:58:00,2018,164,33,False,False,False,Driven Cafe,1,Italian,"['cheese', 'toast', 'use']"
Zing's Northeast Kitchen,Sai Kiran Bolloju,forget the 4 or 5 rating given for this restaurant this place is crap i will say except plating nothing will please your appetite customer service i will give 10 for 15 tables it a single guy who was taking orders in between all this he is also the one who is at bill desk too believe me they didnt served water until we are forced to ask for customer service they dont deserve a rating for it food 1,1,"4 Reviews , 26 Followers",2018-12-01 09:59:00,2018,400,80,False,False,False,Zing's Northeast Kitchen,1,General,"['rating', 'customer', 'believe']"
Dine O China,Venkat Varma Indukuri,ordered chicken bamboo rice via zomato i liked the flavour of the chicken bamboo rice food was good in quality and quantity,4,"24 Reviews , 40 Followers",2018-08-31 12:00:00,2018,123,22,False,False,False,Dine O China,4,General,"['bamboo', 'rice', 'chicken']"
Arena Eleven,Asad Khan,overall a good place for hanging out during cricket and football matches cause of the ambiance the food is good as well we had the kebab platter which was delicious the masala french fries were hot and crispy the egg noodles were a good option for the main course the chicken tikka biryani was disappointing though the air conditioner was not open at 4 30 in the afternoon which made it a humid experience,3,"35 Reviews , 107 Followers",2019-03-13 17:16:00,2019,405,74,False,False,False,Arena Eleven,3,Chinese,"['air', 'french', 'afternoon']"
Khaan Saab,Phani Dileep,staff is super friendly and the great ambiance will give you the good feeling coming to the taste its good with masala quotients so pretty much indulgence finally could be a 4 of 5 value for your money,4,"99 Reviews , 106 Followers",2019-04-30 00:44:00,2019,201,38,False,False,False,Khaan Saab,4,General,"['feeling', 'finally', 'super']"
T Grill,Ankit Aggarwal,it amazes me to see the current rating of the restaurant on zomato the taste of food service and unhygienic foodambience describes a holistic and gloomy conditions of the restaurant the food quality has degraded with time i would never visit it again,1,"23 Reviews , 9 Followers",2018-07-20 00:21:00,2018,250,43,False,False,False,T Grill,1,Steakhouse,"['restaurant', 'rating', 'zomato']"
American Wild Wings,Raj Kumar,hello hyderabadmy review of the place comes after multiple visits that have spanned over 4 months and now i can safely say that its one of the awesome food court around hitech city and gachibowli it is located near the dlf signals and beside creamstone gachibowli above thick shakes the ambiance is a bit dim after dark and the seating is divided into various options including a pdr section the menu design with array spans of continental chinese and indian cuisines heres the list of things that i have tried across all my visits red hot roasted chicken wings juicy chicken wings are coated and fried along with mexican jerk suces yummy unforgettable crispy chilli corn kernels the usual favourite this one has a slightly different presentation here drum stick dum biryani omg very different as i never experienced trust me you guys will fall in love with it drum sticks nachos topped with red sauce and i just loved it combos the true fact i have ever seen even in kfc mcdonalds such awesome combi within a convincing budget loved it i cannot stress enough on how i have loved all that i tried here i have also tried out all kinds biryanis so far the variety may not be as elaborate as other places but with the food quality and the discount that they offer for bulk bookings it is at least a onetime try but what i really adore here is their mocktails sluches chocolate flav is an absolute delight also a fan of coke float the staff is ever so courteous awesome place to hangout with friends it really fills not only your tummy but also you heart,5,"1 Review , 2 Followers",2019-05-18 16:25:00,2019,1550,282,False,False,False,American Wild Wings,5,Mexican,"['visits', 'loved', 'tried']"
Pakwaan Grand,Arun,i ordered kaju panner biryani today in biryani the paneer is not fresh and predestined the restaurant cooks are not cooking properly i think need to change your cooking staff,2,2 Reviews,2018-10-04 14:24:00,2018,174,30,False,False,False,Pakwaan Grand,2,Indian,"['biryani', 'kaju', 'panner']"
Cascade - Radisson Hyderabad Hitec City,Anand Radhakrishnan,came here for some late night dinner and my experience can be termed pathetic to say the least they do not believe in serving a glass of water unless specifically asked for after 20 minutes of being there the smell of the cleaning liquid was so strong that i lost my appetite and to top it gave me a splitting headache although they claim it to be open 24 hours they apparently start cleaning up the place around midnight customers be damned i asked them to pack up the food because there was no way i was going to eat from there bearing the mind numbing smell after the food parcel was given they wouldnt give me the cheque unless of course again specifically asked for the kind of experience you would expect from a place that serves biryani for rs 50 and not rs 800 endured the 40 minutes of torture grabbed the takeaway and left,1,3 Reviews,2017-05-14 01:10:00,2017,832,157,False,False,False,Cascade - Radisson Hyderabad Hitec City,1,Indian,"['asked', 'rs', 'smell']"
Arena Eleven,Rakesh Marella Rakhi,very polite good service great atmosphere and ambience staff is well knowledgeable eatable is pretty tasty suggested place for everyone rocking guys,5,2 Reviews,2019-05-21 23:41:00,2019,148,22,False,False,False,Arena Eleven,5,General,"['suggested', 'atmosphere', 'guys']"
Komatose - Holiday Inn Express & Suites,Produtoori Ankith,you know what is the best part of hospitality fulfilling every silly need of the customer absolutely loved the service kudos to the staff i cant say enough of their service well done there a small suggestion add some dishes other than panner in vegetariani want you to take this seriously and implement it in the buffet other than that no complaints you guys are awesome we will keep coming back there no stopping us keep feeding us the way u r doing it great stuff,5,"19 Reviews , 101 Followers",2018-07-28 23:54:00,2018,465,86,False,False,False,Komatose - Holiday Inn Express & Suites,5,General,"['kudos', 'panner', 'suggestion']"
Behrouz Biryani,Esli Jacinth,i dont have the exact words to describe how amaaaaaazzziinnggggg the chicken kheema biryani was it felt like food which gods eat mouth watering explosion of flavors in the mouth literally diwali came early inside my mouth the complimentary gulab jammun thanks for that best packaging ever best cutlery ever ive been in hyderabad since 18 years and ive a new favorite place for biryani praises and blessings thank you so much,5,"20 Reviews , 7 Followers",2018-09-20 17:44:00,2018,424,72,False,False,False,Behrouz Biryani,5,Indian,"['mouth', 'ive', 'biryani']"
Kritunga Restaurant,Manasa Modi,afood is not as per recipe so you guys dont name it as per the area like nellore fish pulusu before naming it just find the traditional recipesi am from nellore i know how tasty the food isjust for marketing purposes dont use the names for the dishes,1,1 Review,2018-07-22 14:32:00,2018,250,48,False,False,False,Kritunga Restaurant,1,Seafood,"['dont', 'use', 'guys']"
Behrouz Biryani,Jigar Soni,dont order anything extra coz they wont deliver,1,"3 Reviews , 12 Followers",2018-08-12 22:29:00,2018,47,8,False,False,False,Behrouz Biryani,1,Indian,"['coz', 'deliver', 'extra']"
American Wild Wings,Romil Aggarwal,id rate it 25 i ordered the original patty burger and wings the burger was quite average or maybe even on the lower side the buns felt dry the patty wasnt anything special the fries that came with it were too salty the wings however were tasty45,3,"15 Reviews , 51 Followers",2018-10-27 17:12:00,2018,245,47,False,False,False,American Wild Wings,3,General,"['wings', 'burger', 'salty']"
Collage - Hyatt Hyderabad Gachibowli,Venkatesh OD,not so friendly staff very less items in buffet difficult to find a food of your choice in the buffet its little unorganized the waiter says i ll find out whatever you ask but he never turns back,1,"11 Reviews , 43 Followers",2018-10-09 22:45:00,2018,195,38,False,False,False,Collage - Hyatt Hyderabad Gachibowli,1,General,"['buffet', 'difficult', 'choice']"
Asian Meal Box,Chakra2508,food is awesome but delivered food after 130 hours latewhen called and asked they replied there are lot of ordersthis is not farewe waited almost 90mins for 20mins delivery,1,1 Review,2019-02-08 15:21:00,2019,172,29,False,False,False,Asian Meal Box,1,General,"['waited', 'called', 'hours']"
Hyderabadi Daawat,Chandu Sekhar,there is no appropriate response from them for any issues they served me spoiled food if i ask the same question they were not replying anything im not interested to one star also,1,"4 Reviews , 16 Followers",2019-05-05 08:20:00,2019,179,33,False,False,False,Hyderabadi Daawat,1,General,"['spoiled', 'response', 'im']"
Flechazo,Deep Sanghani,soothing ambience admirable hospitality by shabir and buffet was delicious in every sectionperfect place for family friends and office colleagues,5,3 Reviews,2019-05-04 15:36:00,2019,145,20,False,False,False,Flechazo,5,General,"['soothing', 'colleagues', 'office']"
American Wild Wings,Adithya Varun,hello i just ordered from your place on zomato i just dont want to comment on food that is up to your standards but the softdrink which you have sent is smelling like bathroom cleaner please let me know are you serving soft drinks or any harpicbathroom cleaner kind of thing,1,"1 Review , 1 Follower",2018-11-08 23:30:00,2018,274,51,False,False,False,American Wild Wings,1,General,"['sent', 'standards', 'just']"
Pot Pourri,Asha Tejaswini,i had the worst experience with the food and the servicefood is not great and the service took so longthe place is not totally airconditioned and the staff is a bit rude to customers,1,"14 Reviews , 10 Followers",2019-05-17 20:36:00,2019,182,34,False,False,False,Pot Pourri,1,General,"['rude', 'totally', 'customers']"
The Indi Grill,Varun Reddy,serveing is too good suvendu shair are too good in serving and coming to the food its good lemon chicken and crispy corn are too good,5,"1 Review , 32 Followers",2019-05-22 14:44:00,2019,133,26,False,False,False,The Indi Grill,5,Steakhouse,"['good', 'lemon', 'crispy']"
Dine O China,Rishank Gupta,pathetic chilli potatolooks like someone put sugar ayrup in it,1,"3 Reviews , 10 Followers",2018-07-22 23:50:00,2018,62,10,False,False,False,Dine O China,1,General,"['sugar', 'pathetic', 'chilli']"
Komatose - Holiday Inn Express & Suites,ASH&B2,please dont visit this place as a part of official team lunch we sat in komatose but food buffet was from johnathans kitchen seating is comfortable for drinks but not for having food staff was busy serving alcohol as it churns more money we were ignored big time and were even charged 100 rupees for one kinley bottle air condition was switched off probably hence we were sweating profusely my first experience of komatose and johnathons kitchen was bad and would neither visit or recommend anyone for this place,3,"98 Reviews , 6931 Followers",2018-10-02 23:18:00,2018,512,89,False,False,False,Komatose - Holiday Inn Express & Suites,3,General,"['kitchen', 'alcohol', 'air']"
Prism Club & Kitchen,Raviteja Mallozala,great place to party really good experience lights music and visuals everything was pretty awesome we went on friday it was bollywood night so had great fun must visit pub and expensive too,5,"1 Review , 14 Followers",2019-03-25 10:46:00,2019,189,33,False,False,False,Prism Club & Kitchen,5,Bar,"['bollywood', 'lights', 'pub']"
Hyderabad Chefs,Shiva Kota,i have book prawns biryani but in that i have received chicken bones with some small chicken piecesgot disappointed,1,"2 Reviews , 7 Followers",2018-08-27 07:10:00,2018,115,19,False,False,False,Hyderabad Chefs,1,Indian,"['book', 'received', 'chicken']"
Pot Pourri,Lakshmi Prasanna,here i cant say the food is so tasty it was okay you can enjoy some specific items in chicken those are nice and the ambience also normal but it was nice in the nights we can enjoy the outside view,3,"3 Reviews , 6 Followers",2019-05-06 11:45:00,2019,197,41,False,False,False,Pot Pourri,3,General,"['enjoy', 'nice', 'normal']"
Biryanis And More,Vishu Varanasi,having heard a lot about this place specially their triveni biryani i came here once and ordered food 34 times the last time i purchased food here would actually be the last time i would eat from here this restaurant is a classic example of how it started on a grand note and ended up being just another restaurant with hygiene issues to cut the long chase short i had purchased 2 items 1 paneer tikka biryani and bhimwaram pulav take aways in spite of telling them both items were very spicy my wife and i were struggling with the food now to top it i found a flying insect not a cockroach but something else with wings that got cooked with the paneer tikka biryani alas that was so repulsive that i left the food mid way and satiated my hunger with curd rice im never going back to them,1,"14 Reviews , 155 Followers",2019-03-24 11:35:00,2019,788,151,False,False,False,Biryanis And More,1,Indian,"['biryani', 'tikka', 'paneer']"
Olive Garden,Snehakumari,really averagehad buffet lunch served everything on table nothing great about it really average interiors food was just not bad but just above bad passing marks u could say in terms of food ambience and money wouldnt recommend it and big no for a 2nd timetried and forgotten,2,"7 Reviews , 3 Followers",2018-11-03 16:19:00,2018,274,48,False,False,False,Olive Garden,2,General,"['bad', 'just', 'wouldnt']"
Banana Leaf Multicuisine Restaurant,RAJENDRA PRASAD,taste and quality was good and quantity was as fine,4,1 Review,2018-07-12 14:05:00,2018,51,10,False,False,False,Banana Leaf Multicuisine Restaurant,4,General,"['fine', 'quantity', 'quality']"
Komatose - Holiday Inn Express & Suites,Anish Mahapatra || Thefoodpotato,located inside holiday inn this place is decorated decently well i enjoyed the seating music and decor the service for me was average unfortunately it was difficult to catch the waiters attention the drinks were decent and the food was a little oily for my liking overall it was a nice place and isnt as expensive as i had initially expected also zomato gold is always a wonderful added advantage,4,"99 Reviews , 958 Followers",2018-08-26 19:03:00,2018,396,70,False,False,False,Komatose - Holiday Inn Express & Suites,4,General,"['difficult', 'attention', 'isnt']"
Triptify,Yasaswi Kaza,the packing of the restaurant was patheticthe boxes were crushed and wet when reached me,1,"4 Reviews , 2 Followers",2018-07-13 22:52:00,2018,88,15,False,False,False,Triptify,1,General,"['reached', 'packing', 'restaurant']"
Zing's Northeast Kitchen,Medha Parashar,first of all they dint have main dish for which i went bibimbap and kimbap but still i got teteiyaki chicken and noodles sweet and simple place with pretty cozy ambience people who serve food are very friendly but there were only 2 people who were serving food so our order came really late place is really famous so people were even waiting outside for seats tip please call them beforehand if you are specially looking for bibimbap,3,"24 Reviews , 8 Followers",2019-01-19 22:56:00,2019,433,78,False,False,False,Zing's Northeast Kitchen,3,Chinese,"['people', 'dint', 'really']"
The Indi Grill,Nikhil Choudary,the food and the ambience is good special thanks to the service they are good it is recommended for the people who like to have food peace and spicy,5,1 Review,2019-04-17 21:31:00,2019,148,29,False,False,False,The Indi Grill,5,Steakhouse,"['recommended', 'thanks', 'special']"
The Chocolate Room,Siv Souvam,a nice place to hangout with friends a lot more to explore about chocolate dishes here a place with good ambience a place with late night food chocolate dishes upto 12 in night,5,"20 Reviews , 459 Followers",2018-07-25 03:22:00,2018,176,33,False,False,False,The Chocolate Room,5,General,"['chocolate', 'night', 'dishes']"
Cafe Eclat,Rahul Gupta,the place is near the gachibowli flyover the ambience and decor is brilliant i had tiramisu here it was good though i expected espresso flavour but the taste of mocha was strong in tiramisu you can make your own gelato in a jar here sitting arrangement is good and staff courtesy is fine i went there on a wednesday evening and cafe was empty crowd must come on weekends i believe prices are on the higher side but then again its one of the best dessert shop in the area,4,"145 Reviews , 674 Followers",2018-04-27 00:34:00,2018,470,90,False,False,False,Cafe Eclat,4,Cafe,"['arrangement', 'strong', 'believe']"
Behrouz Biryani,Sanjeet Kumar Bhukta,i heard about behrouz biriyani many times from my friends so finally ordred dum ghost biriyani as i am a mutton lover the best thing what i attracted is the packeging and looks it was came with a box consist of a gluab jamun and flavoured biriyani rice with 4 mid size boneless mutton pieces fried onions and small almond pieces the taste was some thing different it was not like the others biriyanis what common and normal n taste and easily available everywhere in hyderabad i would love to order or visit the place again highly recommended for biryani lovers who are looking for some new taste,5,"25 Reviews , 979 Followers",2018-09-08 13:40:00,2018,596,108,False,False,False,Behrouz Biryani,5,Indian,"['biriyani', 'pieces', 'mutton']"
Sardarji's Chaats & More,Akhil Puri,if there was an option of putting up 0 stars i wouldnt have hesitated look at the kind of food they offer i had ordered this aloo kulcha combo from this restaurant a burnt kulcha and not even a bowlful of dal was served the combo mentioned pickle as well but that wasnt sent either despite complaining them with requisite proofs no action was taken terrible,1,"1 Review , 180 Followers",2018-10-06 12:27:00,2018,357,66,False,False,False,Sardarji's Chaats & More,1,General,"['kulcha', 'combo', 'terrible']"
Collage - Hyatt Hyderabad Gachibowli,Anvesh Chowdary,i dont expect how people are maintaining the place the service here was such pathetic i think irani cafes on the roads have better service and delivery time of the service keeping the service aside the food is decent and the ambience and the pricing is decent but service is one of the worst i can expect from a star rated hotel if someone from the management is reading it kindly improve your service if you think there is a need,2,"1031 Reviews , 1654 Followers",2019-04-04 22:37:00,2019,430,81,False,False,False,Collage - Hyatt Hyderabad Gachibowli,2,Cafe,"['service', 'expect', 'think']"
Dunkin' Donuts,Nisha Bachhawat,it was quite late in the night when we reached here had opted for veg burger french fries and fruit berry smoothie the service was prompt and the food was good,3,"174 Reviews , 524 Followers",2018-09-30 11:22:00,2018,159,31,False,False,False,Dunkin' Donuts,3,General,"['opted', 'french', 'reached']"
The Chocolate Room,Anamay Tamrakar (Aman),didnt really enjoy much here its a dessert place so you go with a mindset to increase some kilos but the desserts were not so good the ambience quiet dull and boring havent gone there since,3,"82 Reviews , 512 Followers",2019-04-06 15:26:00,2019,189,36,False,False,False,The Chocolate Room,3,Dessert,"['havent', 'gone', 'quiet']"
The Foodie Monster Kitchen,Sai Teja,the service was goodits a new brand and i think they are developing nowthey have good variety of shawarmamy favourite is tex mex shawarma,4,"42 Reviews , 63 Followers",2018-07-11 09:40:00,2018,137,24,False,False,False,The Foodie Monster Kitchen,4,General,"['brand', 'shawarma', 'favourite']"
Urban Asia - Kitchen & Bar,Supriya Chowdary,great staff niranjan has been a great help and great in doing his job thumbs up starters are of great choice desserts can be more,5,"2 Reviews , 12 Followers",2018-10-08 14:37:00,2018,129,25,False,False,False,Urban Asia - Kitchen & Bar,5,Dessert,"['great', 'help', 'job']"
Shree Santosh Dhaba Family Restaurant,Gopi Krishna Rayudu,i have ordered for kaju biryani through zomato but i received paneer biryani the taste was good but quantity was very less and they have used excise of oil,3,"2 Reviews , 13 Followers",2019-03-30 14:43:00,2019,155,29,False,False,False,Shree Santosh Dhaba Family Restaurant,3,Indian,"['biryani', 'kaju', 'oil']"
